GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
paseos-logic,co.edu.uniandes.csw.paseos.exceptions,BusinessLogicException,16,0,0,0,8,0,4,0,4,0
